PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME,CARRIER_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DEST_LATITUDE,DEST_LONGITUDE
233856,974244096,"Delta Air Lines Inc.-Amsterdam, Netherlands-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Amsterdam, Netherlands","Minneapolis, MN",52.3730796,4.8924534,44.9772995,-93.2654692
233815,578688375,"Virgin America-New York, NY-Los Angeles, CA Total Total",Virgin America,"New York, NY","Los Angeles, CA",40.7127281,-74.0060152,34.0536909,-118.242766
233711,201225171,"US Airways Inc.-Philadelphia, PA-Orlando, FL Total Total",US Airways Inc.,"Philadelphia, PA","Orlando, FL",39.9527237,-75.1635262,28.5421109,-81.3790304
233684,201201924,"American Airlines Inc.-Philadelphia, PA-Orlando, FL Total Total",American Airlines Inc.,"Philadelphia, PA","Orlando, FL",39.9527237,-75.1635262,28.5421109,-81.3790304
233479,1518547416,"Air New Zealand-Los Angeles, CA-Auckland, New Zealand Total Total",Air New Zealand,"Los Angeles, CA","Auckland, New Zealand",34.0536909,-118.242766,-36.852095,174.7631803
233435,644747470,"Hawaiian Airlines Inc.-Las Vegas, NV-Honolulu, HI Total Total",Hawaiian Airlines Inc.,"Las Vegas, NV","Honolulu, HI",36.1674263,-115.1484131,21.304547,-157.855676
233095,156595299,"Southwest Airlines Co.-Seattle, WA-Oakland, CA Total Total",Southwest Airlines Co.,"Seattle, WA","Oakland, CA",47.6038321,-122.330062,37.8044557,-122.271356
232855,155547140,"Southwest Airlines Co.-Chicago, IL-Philadelphia, PA Total Total",Southwest Airlines Co.,"Chicago, IL","Philadelphia, PA",41.8755616,-87.6244212,39.9527237,-75.1635262
232688,145662688,"Delta Air Lines Inc.-Salt Lake City, UT-San Diego, CA Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","San Diego, CA",40.7596198,-111.886797,32.7174202,-117.162772
232560,287676720,"JetBlue Airways-Boston, MA-Fort Lauderdale, FL Total Total",JetBlue Airways,"Boston, MA","Fort Lauderdale, FL",42.3554334,-71.060511,26.1223084,-80.1433786
232343,1392896285,"Korean Air Lines Co. Ltd.-Seoul, South Korea-Los Angeles, CA Total Total",Korean Air Lines Co. Ltd.,"Seoul, South Korea","Los Angeles, CA",37.5666791,126.9782914,34.0536909,-118.242766
232069,145739332,"Frontier Airlines Inc.-Las Vegas, NV-Denver, CO Total Total",Frontier Airlines Inc.,"Las Vegas, NV","Denver, CO",36.1674263,-115.1484131,39.7392364,-104.984862
231908,122679332,"American Airlines Inc.-Newark, NJ-Charlotte, NC Total Total",American Airlines Inc.,"Newark, NJ","Charlotte, NC",40.735657,-74.1723667,35.2272086,-80.8430827
231886,104116814,"American Airlines Inc.-Philadelphia, PA-Charlotte, NC Total Total",American Airlines Inc.,"Philadelphia, PA","Charlotte, NC",39.9527237,-75.1635262,35.2272086,-80.8430827
231804,204682932,"Southwest Airlines Co.-Denver, CO-Houston, TX Total Total",Southwest Airlines Co.,"Denver, CO","Houston, TX",39.7392364,-104.984862,29.7589382,-95.3676974
231775,1025604375,"British Airways Plc-Miami, FL-London, United Kingdom Total Total",British Airways Plc,"Miami, FL","London, United Kingdom",25.7741728,-80.19362,51.4893335,-0.1440551
231466,131704154,"American Airlines Inc.-Albuquerque, NM-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Albuquerque, NM","Dallas/Fort Worth, TX",35.0841034,-106.650985,32.8369894,-97.033926
231202,342410162,"Delta Air Lines Inc.-Detroit, MI-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"Detroit, MI","Salt Lake City, UT",42.3315509,-83.0466403,40.7596198,-111.886797
231133,1240490811,"British Airways Plc-London, United Kingdom-San Francisco, CA Total Total",British Airways Plc,"London, United Kingdom","San Francisco, CA",51.4893335,-0.1440551,37.7792588,-122.4193286
231036,93800616,"Southwest Airlines Co.-Atlanta, GA-Tampa, FL Total Total",Southwest Airlines Co.,"Atlanta, GA","Tampa, FL",33.7544657,-84.3898151,27.9477595,-82.458444
230983,198876363,"American Airlines Inc.-Orlando, FL-Philadelphia, PA Total Total",American Airlines Inc.,"Orlando, FL","Philadelphia, PA",28.5421109,-81.3790304,39.9527237,-75.1635262
230971,122183659,"American Airlines Inc.-Charlotte, NC-Newark, NJ Total Total",American Airlines Inc.,"Charlotte, NC","Newark, NJ",35.2272086,-80.8430827,40.735657,-74.1723667
230881,92121519,"US Airways Inc.-Boston, MA-Washington, DC Total Total",US Airways Inc.,"Boston, MA","Washington, DC",42.3554334,-71.060511,38.8950368,-77.0365427
229875,153556500,"Southwest Airlines Co.-Philadelphia, PA-Chicago, IL Total Total",Southwest Airlines Co.,"Philadelphia, PA","Chicago, IL",39.9527237,-75.1635262,41.8755616,-87.6244212
229764,91675836,"US Airways Inc.-Washington, DC-Boston, MA Total Total",US Airways Inc.,"Washington, DC","Boston, MA",38.8950368,-77.0365427,42.3554334,-71.060511
229629,180718023,"United Air Lines Inc.-Tampa, FL-Houston, TX Total Total",United Air Lines Inc.,"Tampa, FL","Houston, TX",27.9477595,-82.458444,29.7589382,-95.3676974
229617,215151129,"JetBlue Airways-Newark, NJ-Orlando, FL Total Total",JetBlue Airways,"Newark, NJ","Orlando, FL",40.735657,-74.1723667,28.5421109,-81.3790304
229323,264180096,"Compania Panamena (Copa)-Miami, FL-Panama City, Panama Total Total",Compania Panamena (Copa),"Miami, FL","Panama City, Panama",25.7741728,-80.19362,8.9714493,-79.5341802
229230,1007465850,"Compagnie Natl Air France-Paris, France-Atlanta, GA Total Total",Compagnie Natl Air France,"Paris, France","Atlanta, GA",48.8534951,2.3483915,33.7544657,-84.3898151
228746,1227679782,"British Airways Plc-San Francisco, CA-London, United Kingdom Total Total",British Airways Plc,"San Francisco, CA","London, United Kingdom",37.7792588,-122.4193286,51.4893335,-0.1440551
228631,234118144,"Alaska Airlines Inc.-Denver, CO-Seattle, WA Total Total",Alaska Airlines Inc.,"Denver, CO","Seattle, WA",39.7392364,-104.984862,47.6038321,-122.330062
228379,220556466,"United Air Lines Inc.-Fort Lauderdale, FL-Houston, TX Total Total",United Air Lines Inc.,"Fort Lauderdale, FL","Houston, TX",26.1223084,-80.1433786,29.7589382,-95.3676974
227994,142724244,"Delta Air Lines Inc.-San Diego, CA-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"San Diego, CA","Salt Lake City, UT",32.7174202,-117.162772,40.7596198,-111.886797
227702,213356774,"JetBlue Airways-Orlando, FL-Newark, NJ Total Total",JetBlue Airways,"Orlando, FL","Newark, NJ",28.5421109,-81.3790304,40.735657,-74.1723667
227656,219859258,"United Air Lines Inc.-Houston, TX-Fort Lauderdale, FL Total Total",United Air Lines Inc.,"Houston, TX","Fort Lauderdale, FL",29.7589382,-95.3676974,26.1223084,-80.1433786
227635,1007284875,"British Airways Plc-London, United Kingdom-Miami, FL Total Total",British Airways Plc,"London, United Kingdom","Miami, FL",51.4893335,-0.1440551,25.7741728,-80.19362
227494,513908946,"Air Canada-San Francisco, CA-Toronto, Canada Total Total",Air Canada,"San Francisco, CA","Toronto, Canada",37.7792588,-122.4193286,43.6534817,-79.3839347
227178,226496466,"Southwest Airlines Co.-Tampa, FL-Chicago, IL Total Total",Southwest Airlines Co.,"Tampa, FL","Chicago, IL",27.9477595,-82.458444,41.8755616,-87.6244212
227054,478175724,"Southwest Airlines Co.-Baltimore, MD-Las Vegas, NV Total Total",Southwest Airlines Co.,"Baltimore, MD","Las Vegas, NV",39.2908816,-76.610759,36.1674263,-115.1484131
226621,82943286,"Delta Air Lines Inc.-Daytona Beach, FL-Atlanta, GA Total Total",Delta Air Lines Inc.,"Daytona Beach, FL","Atlanta, GA",29.2108147,-81.0228331,33.7544657,-84.3898151
226302,164747856,"US Airways Inc.-Boston, MA-Charlotte, NC Total Total",US Airways Inc.,"Boston, MA","Charlotte, NC",42.3554334,-71.060511,35.2272086,-80.8430827
226174,342427436,"American Airlines Inc.-Las Vegas, NV-Chicago, IL Total Total",American Airlines Inc.,"Las Vegas, NV","Chicago, IL",36.1674263,-115.1484131,41.8755616,-87.6244212
226025,361187950,"Delta Air Lines Inc.-New York, NY-San Juan, PR Total Total",Delta Air Lines Inc.,"New York, NY","San Juan, PR",40.7127281,-74.0060152,18.384239,-66.05344
226015,510567885,"Air Canada-Toronto, Canada-San Francisco, CA Total Total",Air Canada,"Toronto, Canada","San Francisco, CA",43.6534817,-79.3839347,37.7792588,-122.4193286
225981,75479364,"United Air Lines Inc.-Minneapolis, MN-Chicago, IL Total Total",United Air Lines Inc.,"Minneapolis, MN","Chicago, IL",44.9772995,-93.2654692,41.8755616,-87.6244212
225810,236197260,"JetBlue Airways-San Juan, PR-Fort Lauderdale, FL Total Total",JetBlue Airways,"San Juan, PR","Fort Lauderdale, FL",18.384239,-66.05344,26.1223084,-80.1433786
225733,124153150,"United Air Lines Inc.-Portland, OR-San Francisco, CA Total Total",United Air Lines Inc.,"Portland, OR","San Francisco, CA",45.5202471,-122.674194,37.7792588,-122.4193286
225677,80792366,"Southwest Airlines Co.-Burbank, CA-Sacramento, CA Total Total",Southwest Airlines Co.,"Burbank, CA","Sacramento, CA",34.1812089,-118.307201,38.5810606,-121.493895
225486,230897664,"Alaska Airlines Inc.-Seattle, WA-Denver, CO Total Total",Alaska Airlines Inc.,"Seattle, WA","Denver, CO",47.6038321,-122.330062,39.7392364,-104.984862
225271,146651421,"Southwest Airlines Co.-Dallas, TX-Denver, CO Total Total",Southwest Airlines Co.,"Dallas, TX","Denver, CO",32.7762719,-96.7968559,39.7392364,-104.984862
225194,340943716,"American Airlines Inc.-Chicago, IL-Las Vegas, NV Total Total",American Airlines Inc.,"Chicago, IL","Las Vegas, NV",41.8755616,-87.6244212,36.1674263,-115.1484131
225137,70969024,"United Air Lines Inc.-Cleveland, OH-Chicago, IL Total Total",United Air Lines Inc.,"Cleveland, OH","Chicago, IL",41.4996574,-81.6936772,41.8755616,-87.6244212
225071,128065399,"American Airlines Inc.-Dallas/Fort Worth, TX-Albuquerque, NM Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Albuquerque, NM",32.8369894,-97.033926,35.0841034,-106.650985
224722,386746562,"American Airlines Inc.-Chicago, IL-Seattle, WA Total Total",American Airlines Inc.,"Chicago, IL","Seattle, WA",41.8755616,-87.6244212,47.6038321,-122.330062
224642,91204652,"Southwest Airlines Co.-Tampa, FL-Atlanta, GA Total Total",Southwest Airlines Co.,"Tampa, FL","Atlanta, GA",27.9477595,-82.458444,33.7544657,-84.3898151
224488,386344616,"United Air Lines Inc.-Seattle, WA-Chicago, IL Total Total",United Air Lines Inc.,"Seattle, WA","Chicago, IL",47.6038321,-122.330062,41.8755616,-87.6244212
224395,225516975,"American Airlines Inc.-Orlando, FL-Chicago, IL Total Total",American Airlines Inc.,"Orlando, FL","Chicago, IL",28.5421109,-81.3790304,41.8755616,-87.6244212
224368,225489840,"American Airlines Inc.-Chicago, IL-Orlando, FL Total Total",American Airlines Inc.,"Chicago, IL","Orlando, FL",41.8755616,-87.6244212,28.5421109,-81.3790304
224368,24456112,"SkyWest Airlines Inc.-San Diego, CA-Los Angeles, CA Total Total",SkyWest Airlines Inc.,"San Diego, CA","Los Angeles, CA",32.7174202,-117.162772,34.0536909,-118.242766
224261,82079526,"Delta Air Lines Inc.-Atlanta, GA-Daytona Beach, FL Total Total",Delta Air Lines Inc.,"Atlanta, GA","Daytona Beach, FL",33.7544657,-84.3898151,29.2108147,-81.0228331
224260,129398020,"Southwest Airlines Co.-Baltimore, MD-Atlanta, GA Total Total",Southwest Airlines Co.,"Baltimore, MD","Atlanta, GA",39.2908816,-76.610759,33.7544657,-84.3898151
224048,72815600,"Southwest Airlines Co.-Phoenix, AZ-Ontario, CA Total Total",Southwest Airlines Co.,"Phoenix, AZ","Ontario, CA",33.4484367,-112.074141,50.000678,-86.000977
224011,80195938,"Southwest Airlines Co.-Sacramento, CA-Burbank, CA Total Total",Southwest Airlines Co.,"Sacramento, CA","Burbank, CA",38.5810606,-121.493895,34.1812089,-118.307201
223976,238982392,"Southwest Airlines Co.-Dallas, TX-Las Vegas, NV Total Total",Southwest Airlines Co.,"Dallas, TX","Las Vegas, NV",32.7762719,-96.7968559,36.1674263,-115.1484131
223941,572393196,"American Airlines Inc.-Honolulu, HI-Los Angeles, CA Total Total",American Airlines Inc.,"Honolulu, HI","Los Angeles, CA",21.304547,-157.855676,34.0536909,-118.242766
223930,113532510,"US Airways Inc.-Tampa, FL-Charlotte, NC Total Total",US Airways Inc.,"Tampa, FL","Charlotte, NC",27.9477595,-82.458444,35.2272086,-80.8430827
223876,123131800,"United Air Lines Inc.-San Francisco, CA-Portland, OR Total Total",United Air Lines Inc.,"San Francisco, CA","Portland, OR",37.7792588,-122.4193286,45.5202471,-122.674194
223869,257897088,"Compania Panamena (Copa)-Panama City, Panama-Miami, FL Total Total",Compania Panamena (Copa),"Panama City, Panama","Miami, FL",8.9714493,-79.5341802,25.7741728,-80.19362
223638,145588338,"Southwest Airlines Co.-Denver, CO-Dallas, TX Total Total",Southwest Airlines Co.,"Denver, CO","Dallas, TX",39.7392364,-104.984862,32.7762719,-96.7968559
223414,128909878,"Southwest Airlines Co.-Atlanta, GA-Baltimore, MD Total Total",Southwest Airlines Co.,"Atlanta, GA","Baltimore, MD",33.7544657,-84.3898151,39.2908816,-76.610759
223076,330375556,"Delta Air Lines Inc.-Salt Lake City, UT-Detroit, MI Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","Detroit, MI",40.7596198,-111.886797,42.3315509,-83.0466403
222897,615641514,"Hawaiian Airlines Inc.-Honolulu, HI-Las Vegas, NV Total Total",Hawaiian Airlines Inc.,"Honolulu, HI","Las Vegas, NV",21.304547,-157.855676,36.1674263,-115.1484131
222362,926360092,"Delta Air Lines Inc.-Minneapolis, MN-Amsterdam, Netherlands Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Amsterdam, Netherlands",44.9772995,-93.2654692,52.3730796,4.8924534
222325,355275350,"Delta Air Lines Inc.-San Juan, PR-New York, NY Total Total",Delta Air Lines Inc.,"San Juan, PR","New York, NY",18.384239,-66.05344,40.7127281,-74.0060152
222076,41528212,"JetBlue Airways-Boston, MA-New York, NY Total Total",JetBlue Airways,"Boston, MA","New York, NY",42.3554334,-71.060511,40.7127281,-74.0060152
222033,65943801,"Delta Air Lines Inc.-Milwaukee, WI-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Milwaukee, WI","Minneapolis, MN",43.0386475,-87.9090751,44.9772995,-93.2654692
221941,236811047,"Southwest Airlines Co.-Las Vegas, NV-Dallas, TX Total Total",Southwest Airlines Co.,"Las Vegas, NV","Dallas, TX",36.1674263,-115.1484131,32.7762719,-96.7968559
221936,467397216,"Southwest Airlines Co.-Las Vegas, NV-Baltimore, MD Total Total",Southwest Airlines Co.,"Las Vegas, NV","Baltimore, MD",36.1674263,-115.1484131,39.2908816,-76.610759
221805,1386503055,"Air China-Los Angeles, CA-Beijing, China Total Total",Air China,"Los Angeles, CA","Beijing, China",34.0536909,-118.242766,40.190632,116.412144
221647,112375029,"American Airlines Inc.-Tampa, FL-Charlotte, NC Total Total",American Airlines Inc.,"Tampa, FL","Charlotte, NC",27.9477595,-82.458444,35.2272086,-80.8430827
221516,566194896,"American Airlines Inc.-Los Angeles, CA-Honolulu, HI Total Total",American Airlines Inc.,"Los Angeles, CA","Honolulu, HI",34.0536909,-118.242766,21.304547,-157.855676
221033,173952971,"United Air Lines Inc.-Houston, TX-Tampa, FL Total Total",United Air Lines Inc.,"Houston, TX","Tampa, FL",29.7589382,-95.3676974,27.9477595,-82.458444
220719,314745294,"Delta Air Lines Inc.-Minneapolis, MN-Portland, OR Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Portland, OR",44.9772995,-93.2654692,45.5202471,-122.674194
220531,56235405,"Southwest Airlines Co.-Baltimore, MD-Raleigh/Durham, NC Total Total",Southwest Airlines Co.,"Baltimore, MD","Raleigh/Durham, NC",39.2908816,-76.610759,35.8803614,-78.7872382
220204,33691212,"Delta Air Lines Inc.-Greer, SC-Atlanta, GA Total Total",Delta Air Lines Inc.,"Greer, SC","Atlanta, GA",34.9381361,-82.2272119,33.7544657,-84.3898151
219972,111525804,"American Airlines Inc.-Charlotte, NC-Tampa, FL Total Total",American Airlines Inc.,"Charlotte, NC","Tampa, FL",35.2272086,-80.8430827,27.9477595,-82.458444
219890,1248439728,"El Al Israel Airlines Ltd.-New York, NY-Tel Aviv, Israel Total Total",El Al Israel Airlines Ltd.,"New York, NY","Tel Aviv, Israel",40.7127281,-74.0060152,32.0852997,34.7818064
219640,41072680,"JetBlue Airways-New York, NY-Boston, MA Total Total",JetBlue Airways,"New York, NY","Boston, MA",40.7127281,-74.0060152,42.3554334,-71.060511
219421,81624612,"Southwest Airlines Co.-Santa Ana, CA-San Francisco, CA Total Total",Southwest Airlines Co.,"Santa Ana, CA","San Francisco, CA",33.7494951,-117.873221,37.7792588,-122.4193286
219264,377353344,"American Airlines Inc.-Seattle, WA-Chicago, IL Total Total",American Airlines Inc.,"Seattle, WA","Chicago, IL",47.6038321,-122.330062,41.8755616,-87.6244212
218812,1039357000,"American Airlines Inc.-Dallas/Fort Worth, TX-London, United Kingdom Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","London, United Kingdom",32.8369894,-97.033926,51.4893335,-0.1440551
218602,1366481102,"Air China-Beijing, China-Los Angeles, CA Total Total",Air China,"Beijing, China","Los Angeles, CA",40.190632,116.412144,34.0536909,-118.242766
218023,228052058,"JetBlue Airways-Fort Lauderdale, FL-San Juan, PR Total Total",JetBlue Airways,"Fort Lauderdale, FL","San Juan, PR",26.1223084,-80.1433786,18.384239,-66.05344
218021,33357213,"Delta Air Lines Inc.-Atlanta, GA-Greer, SC Total Total",Delta Air Lines Inc.,"Atlanta, GA","Greer, SC",33.7544657,-84.3898151,34.9381361,-82.2272119
217770,310540020,"Delta Air Lines Inc.-Portland, OR-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Portland, OR","Minneapolis, MN",45.5202471,-122.674194,44.9772995,-93.2654692
217310,55414050,"Southwest Airlines Co.-Raleigh/Durham, NC-Baltimore, MD Total Total",Southwest Airlines Co.,"Raleigh/Durham, NC","Baltimore, MD",35.8803614,-78.7872382,39.2908816,-76.610759
217126,79902368,"Southwest Airlines Co.-Las Vegas, NV-Salt Lake City, UT Total Total",Southwest Airlines Co.,"Las Vegas, NV","Salt Lake City, UT",36.1674263,-115.1484131,40.7596198,-111.886797
216814,216163558,"Southwest Airlines Co.-Chicago, IL-Tampa, FL Total Total",Southwest Airlines Co.,"Chicago, IL","Tampa, FL",41.8755616,-87.6244212,27.9477595,-82.458444
216484,190289436,"Southwest Airlines Co.-Dallas, TX-Phoenix, AZ Total Total",Southwest Airlines Co.,"Dallas, TX","Phoenix, AZ",32.7762719,-96.7968559,33.4484367,-112.074141
216353,97142497,"US Airways Inc.-Charlotte, NC-Philadelphia, PA Total Total",US Airways Inc.,"Charlotte, NC","Philadelphia, PA",35.2272086,-80.8430827,39.9527237,-75.1635262
216118,109571826,"US Airways Inc.-Charlotte, NC-Tampa, FL Total Total",US Airways Inc.,"Charlotte, NC","Tampa, FL",35.2272086,-80.8430827,27.9477595,-82.458444
216032,80363904,"Southwest Airlines Co.-San Francisco, CA-Santa Ana, CA Total Total",Southwest Airlines Co.,"San Francisco, CA","Santa Ana, CA",37.7792588,-122.4193286,33.7494951,-117.873221
215936,522996874,"Delta Air Lines Inc.-Seattle, WA-New York, NY Total Total",Delta Air Lines Inc.,"Seattle, WA","New York, NY",47.6038321,-122.330062,40.7127281,-74.0060152
215816,66255512,"Southwest Airlines Co.-Cleveland, OH-Chicago, IL Total Total",Southwest Airlines Co.,"Cleveland, OH","Chicago, IL",41.4996574,-81.6936772,41.8755616,-87.6244212
215746,64076562,"Delta Air Lines Inc.-Minneapolis, MN-Milwaukee, WI Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Milwaukee, WI",44.9772995,-93.2654692,43.0386475,-87.9090751
215697,533846025,"United Air Lines Inc.-Los Angeles, CA-New York, NY Total Total",United Air Lines Inc.,"Los Angeles, CA","New York, NY",34.0536909,-118.242766,40.7127281,-74.0060152
215677,281027131,"United Air Lines Inc.-San Diego, CA-Houston, TX Total Total",United Air Lines Inc.,"San Diego, CA","Houston, TX",32.7174202,-117.162772,29.7589382,-95.3676974
